ID	Date	News Portal	Headline	Claim	Sentiment
BN/PRTD/241023/081	23-10-2024	Sangbad Pratidin	বিনিয়োগকারীদের জন্য কেন গুরুত্বপূর্ণ ‘মুহুরৎ ট্রেডিং’? কী এর বিশেষত্ব	Checkworthy	NEUTRAL
BN/PRTD/241203/043	03-12-2024	Sangbad Pratidin	ম্যাচের পরও টানা অনুশীলন, প্রত্যাবর্তন নিয়ে ‘ধীরে চলো’ নীতি শামির	Checkworthy	NEUTRAL
BN/PRTD/240827/054	27-08-2024	Sangbad Pratidin	‘নবান্ন অভিযান’ ঘিরে উত্তেজনা এম জি রোডেও, মিছিল রুখতে পুলিশের ধরপাকড়	Checkworthy	NEGATIVE
BN/PRTD/241005/067	05-10-2024	Sangbad Pratidin	হাওড়া ময়দান প্ল্যাটফর্ম থেকে সোজা পুজো মণ্ডপে! তাক লাগালো জগৎ মুর্খাজি পার্ক	Checkworthy	POSITIVE
BN/ESMY/241109/008	09-11-2024	Ei Samay	ব্যাগে পোর্টেবল চেয়ার, ভিড় ট্রেনে পেতে বসলেনও, ভাইরাল যাত্রীর ভিডিয়ো	Checkworthy	NEUTRAL
BN/PRTD/241230/008	30-12-2024	Sangbad Pratidin	গঙ্গাসাগর মেলাতেও জঙ্গি-অনুপ্রবেশকারী উদ্বেগ? বাড়তি নিরাপত্তায় ১৩ হাজার পুলিশ	Checkworthy	NEGATIVE
BN/PRTD/241230/077	30-12-2024	Sangbad Pratidin	এক মাস নিখোঁজের পর স্কটল্যান্ডের নদীতে ভেসে উঠল ভারতীয় পড়ুয়ার দেহ! মৃত্যু ঘিরে রহস্য	Checkworthy	NEGATIVE
BN/BTMN/241205/012	05-12-2024	Bartaman	ধুঁকছে কৃষক, উদাসীন সরকার, মোদির মন্ত্রীকে বেনজির তোপ ধনকারের	Checkworthy	NEGATIVE
BN/PRTD/241109/049	09-11-2024	Sangbad Pratidin	সুশান্তের মতোই কাজ হারিয়ে অবসাদে ভুগছিলেন নীতীন চৌহান! বিস্ফোরক প্রয়াত অভিনেতার স্ত্রী	Checkworthy	NEGATIVE
BN/BTMN/240811/018	11-08-2024	Bartaman	লুপ লাইন না করেই টাকা পেল ঠিকাদার সংস্থা! ভর্ৎসনা ক্যাগের,  ডানকুনি শাখা নিয়ে প্রবল অস্বস্তিতে পূর্ব রেল	Checkworthy	NEGATIVE
BN/BTMN/241102/032	02-11-2024	Bartaman	শ্যামাপোকা হীন শ্যামাপুজো, পরিবেশের পক্ষে অশুভ সঙ্কেত!	Checkworthy	NEGATIVE
BN/PRTD/250105/030	05-01-2025	Sangbad Pratidin	বাইসনের হানায় ছিন্নভিন্ন শরীর, জলদাপাড়ায় প্রাণ গেল বৃদ্ধের	Checkworthy	NEGATIVE
BN/ESMY/250113/004	13-01-2025	Ei Samay	রাতভর ‘অপারেশন’, আজব QR কোড প্রতারণার পর্দাফাঁস কী ভাবে?	Checkworthy	NEUTRAL
BN/PRTD/241122/015	22-11-2024	Sangbad Pratidin	‘দিবে আর নিবে’, দশ হাজার সেনার বিনিময়ে কিমের দেশকে তেল ও ক্ষেপণাস্ত্র রাশিয়ার!	Checkworthy	NEGATIVE
BN/PRTD/240810/037	10-08-2024	Sangbad Pratidin	মাদ্রাসা শিক্ষা নিয়ে অবস্থানগত মিল, ভিন্ন মেরুর হয়েও আডবাণীর ঘনিষ্ঠ ছিলেন বুদ্ধ!	Checkworthy	NEUTRAL
BN/PRTD/250104/011	04-01-2025	Sangbad Pratidin	ভোটের নামে প্রহসন? বাংলাদেশে হাসিনা আমলের নির্বাচন নিয়ে এবার তদন্তের নির্দেশ	Checkworthy	NEGATIVE
BN/PRTD/241027/047	27-10-2024	Sangbad Pratidin	রবিশংকরের বায়োপিকে বিক্রান্ত মাসে, শুটের আগে ধর্মগুরুর শরণে অভিনেতা	Checkworthy	NEUTRAL
BN/BTMN/241103/043	03-11-2024	Bartaman	তিন বছরের শিশুকন্যাকে চকোলেটের লোভ দেখিয়ে ধর্ষণ। পরে খুন করে...	Checkworthy	NEGATIVE
BN/BTMN/241108/003	08-11-2024	Bartaman	আরও তলানিতে ভারতীয় মুদ্রা, ডলারের তুলনায় রেকর্ড পতন	Checkworthy	NEGATIVE
BN/BTMN/250113/037	13-01-2025	Bartaman	চীনা মাঞ্জা থেকে দুর্ঘটনা রুখতে বাগুইআটি ফ্লাইওভারে ফেন্সিং	Checkworthy	NEUTRAL
BN/PRTD/240829/004	29-08-2024	Sangbad Pratidin	হোয়াটসঅ্যাপ গ্রুপে মুখ্যমন্ত্রীর বাড়ি ভাঙচুরের ছক! গ্রেপ্তার ৩	Checkworthy	NEGATIVE
BN/PRTD/241112/031	12-11-2024	Sangbad Pratidin	সদস্য সংখ্যা বাড়াতে পারলেই পদ্মে পদের টোপ! বঙ্গ বিজেপির টার্গেট পড়ুয়ারা	Checkworthy	NEUTRAL
BN/BTMN/241127/006	27-11-2024	Bartaman	মুর্শিদাবাদের লালগোলায় কিশোরের ক্ষতবিক্ষত দেহ উদ্ধার, চাঞ্চল্য	Checkworthy	NEGATIVE
BN/BTMN/241018/009	18-10-2024	Bartaman	কর্মবিরতি! স্বাস্থ্যসাথীর দৈনিক গড় খরচ বেড়ে প্রায় ৮ কোটি	Checkworthy	NEGATIVE
BN/NS18/240815/033	15-08-2024	News18 Bangla	এমার্জেন্সি বিল্ডিংয়ে ২ মাসের মেয়ে, স্ত্রী!বুধের রাতের স্মৃতি শিউড়ে উঠছেন বাবা	Checkworthy	NEGATIVE
BN/PRTD/241103/020	03-11-2024	Sangbad Pratidin	‘সারাবছর এই দিনের অপেক্ষা করি’, ভাইফোঁটায় ‘দিদি’ মমতার বাড়িতে শোভন-বৈশাখী	Not-Checkworthy	POSITIVE
BN/BTMN/240925/006	25-09-2024	Bartaman	বৃষ্টি শুরু হতেই দেখা দিল সমস্যা, খনি অঞ্চলে ধস, তলিয়ে গেল কুয়ো	Checkworthy	NEGATIVE
BN/PRTD/241008/049	08-10-2024	Sangbad Pratidin	সৃজিতের ‘টেক্কা’য় দেবের বাজিমাত! পড়ুন রিভিউ	Not-Checkworthy	POSITIVE
BN/PRTD/240827/102	27-08-2024	Sangbad Pratidin	গাছ হয়ে প্রাণ পাক মেয়ে! আর জি করের তরুণী চিকিৎসকের নামে বৃক্ষরোপণ	Checkworthy	POSITIVE
BN/PRTD/241007/053	07-10-2024	Sangbad Pratidin	আদিত্যর সঙ্গে ব্রেকআপের পর মারাত্মক এক কাজ করেছিলেন অনন্যা! গোপন কথা ফাঁস অভিনেত্রীর	Checkworthy	NEGATIVE
BN/BTMN/241126/009	26-11-2024	Bartaman	সম্পত্তিকর নির্ধারণ অনলাইনে, প্রক্রিয়া দ্রুত ও স্বচ্ছ করাই লক্ষ্য রাজ্যের	Checkworthy	NEUTRAL
BN/ESMY/250106/003	06-01-2025	Ei Samay	বল ভেবে তুলে নিল বোমা, তার পরে বিস্ফোরণ, মালদায় জখম ২ শিশু	Checkworthy	NEGATIVE
BN/BTMN/250105/019	05-01-2025	Bartaman	‘পোখরান পরীক্ষা’র কারিগর রাজাগোপালা চিদম্বরম প্রয়াত	Checkworthy	NEGATIVE
BN/BTMN/250112/015	12-01-2025	Bartaman	পূর্ণকুম্ভের মহামঞ্চে নিজেকে ছাপিয়ে যাওয়াই লক্ষ্য যোগীর	Not-Checkworthy	POSITIVE
BN/PRTD/240814/032	14-08-2024	Sangbad Pratidin	‘রাতে বেরবেন না’, আর জি কর কাণ্ডের পর মহিলা চিকিৎসকদের নির্দেশ অসমের হাসপাতালের!	Checkworthy	NEGATIVE
BN/BTMN/241001/028	01-10-2024	Bartaman	একই মণ্ডপে পুজো দুর্গা ও চামুণ্ডার, সৈতা গ্রামের দেবীকে ঘিরে বহু অলৌকিক ঘটনা	Checkworthy	NEUTRAL
BN/PRTD/240830/052	30-08-2024	Sangbad Pratidin	২১ দিন পরেও মেলেনি বিচার! পথনাটিকায় প্রতিবাদে আর জি করের পড়ুয়ারা	Checkworthy	NEGATIVE
BN/BTMN/240918/050	18-09-2024	Bartaman	চ্যালেঞ্জের জন্য প্রস্তুত বাংলাদেশ, দাবি কোচের	Checkworthy	POSITIVE
BN/BTMN/250105/029	05-01-2025	Bartaman	খুনের পিছনে মাথা কে? জানতে চান চৈতালি	Not-Checkworthy	NEUTRAL
BN/BTMN/240827/001	27-08-2024	Bartaman	প্রবল বৃষ্টিতে বন্যা পরিস্থিতি গুজরাতে! মৃত ৩	Checkworthy	NEGATIVE
BN/NS18/240809/088	09-08-2024	News18 Bangla	খেলা‘যে সোনা জিতেছে সেও আমার ছেলের মতো’, নাদিমকে হৃদয়-ছোঁয়া বার্তা নীরজের মায়ের	Not-Checkworthy	POSITIVE
BN/BTMN/240920/031	20-09-2024	Bartaman	ইউরোপ হয়ে ইউক্রেনে ঢুকছে ভারতীয় অস্ত্র, বলছে রিপোর্ট	Checkworthy	NEUTRAL
BN/PRTD/240812/065	12-08-2024	Sangbad Pratidin	উত্তাল বাংলাদেশ, তার মাঝেই ‘সুন্দরবন থিমে’ ছেলের জন্মদিন পালন পরীমণির, দেখুন অ্যালবাম	Not-Checkworthy	NEUTRAL
BN/ESMY/250111/020	11-01-2025	Ei Samay	দিল্লির হাতে এবার কেন্দ্রীয় প্রকল্পের টাকা খরচের রাশ	Checkworthy	NEGATIVE
BN/PRTD/241205/033	05-12-2024	Sangbad Pratidin	একইসঙ্গে পড়া যাবে দুটি বিষয় নিয়ে! উচ্চশিক্ষায় একগুচ্ছ বদল আনছে UGC	Checkworthy	NEUTRAL
BN/BTMN/250101/049	01-01-2025	Bartaman	‘কী হয়েছে?’ ‘আমি কোথায়?’ জ্ঞান ফেরার পরে একথাই জিজ্ঞাসা করেছিলেন...	Not-Checkworthy	NEUTRAL
BN/PRTD/241226/064	26-12-2024	Sangbad Pratidin	শীতল ক্রিসমাসে উষ্ণ নুসরত, ছবি থেকে চোখ ফেরানো দায়	Not-Checkworthy	POSITIVE
BN/PRTD/240830/019	30-08-2024	Sangbad Pratidin	আল কায়দা ঘনিষ্ঠ জঙ্গি নেতাকে মুক্তি বাংলাদেশ সরকারের! চিন্তা বাড়ছে ভারতের	Checkworthy	NEGATIVE
BN/PRTD/250108/059	08-01-2025	Sangbad Pratidin	গণহত্যা ভুলে পাকিস্তানকে আলিঙ্গন বাংলাদেশের! ঢাকা সফরে পাক ব্যবসায়ীরা	Checkworthy	NEGATIVE
BN/PRTD/240923/060	23-09-2024	Sangbad Pratidin	আর অপরিচিত নম্বর থেকে আসবে না WhatsApp মেসেজ! ব্যাপারটা কী?	Not-Checkworthy	NEUTRAL
BN/PRTD/240917/021	17-09-2024	Sangbad Pratidin	দক্ষিণবঙ্গে প্লাবন পরিস্থিতি, জেলায় জেলায় আধিকারিকদের দেখভালের দায়িত্ব নবান্নের	Checkworthy	NEGATIVE
BN/PRTD/241122/004	22-11-2024	Sangbad Pratidin	শেষবেলায় আইপিএল নিলামে ঢুকলেন আর্চার, সংযোজন মার্কিন পেসারেরও	Checkworthy	NEUTRAL
BN/BTMN/241028/046	28-10-2024	Bartaman	ফ্রান্সের মঁপেলিয়ের ডব্লুটিটি চ্যাম্পিয়নশিপের কোয়ার্টার ফাইনাল থেকে বিদায় নিলেন মণিকা...	Checkworthy	NEGATIVE
BN/BTMN/240918/042	18-09-2024	Bartaman	গোমাংস রান্নার অভিযোগে হস্টেল থেকে বহিষ্কৃত ৭ ছাত্র	Checkworthy	NEGATIVE
BN/PRTD/241127/007	27-11-2024	Sangbad Pratidin	‘মোদি যা বলবেন…’, মহারাষ্ট্রের মুখ্যমন্ত্রী হওয়া নিয়ে বিজেপির কোর্টে বল ঠেললেন শিণ্ডে	Checkworthy	NEUTRAL
BN/PRTD/240814/014	14-08-2024	Sangbad Pratidin	সিবিআইয়ের মামলায় সুপ্রিম অস্বস্তি কেজরির, শীর্ষ আদালতেও মিলল না জামিন	Checkworthy	NEGATIVE
BN/PRTD/241105/041	05-11-2024	Sangbad Pratidin	শুভাশিসকে বাদ দিয়েই ঘোষিত ভারতীয় দল, মার্কেজের লক্ষ্যে এশিয়ান কাপের যোগ্যতা অর্জন পর্ব	Checkworthy	NEUTRAL
BN/BTMN/241115/003	15-11-2024	Bartaman	বজবজে গঙ্গায় স্নান করতে নেমে তলিয়ে গেল ৪ কিশোর	Checkworthy	NEGATIVE
BN/PRTD/250110/014	10-01-2025	Sangbad Pratidin	গাড়ি পিষেছে প্রিয় সারমেয়কে, সুবিচারের আশায় দেহ নিয়ে সটান থানায় স্থানীয়রা	Checkworthy	NEGATIVE
BN/BTMN/241019/015	19-10-2024	Bartaman	৫ কোটি না দিলে সিদ্দিকির থেকেও খারাপ হাল, টার্গেট সলমন, পুলিসকে মেসেজ বিষ্ণোইর	Checkworthy	NEGATIVE
BN/NS18/240814/068	14-08-2024	News18 Bangla	আরজি করের ঘটনায় ক্ষুব্ধ, মর্মাহত! প্রকাশ করা হবে না দেবের নতুন ছবির প্রথম ঝলক	Not-Checkworthy	NEGATIVE
BN/PRTD/241006/053	06-10-2024	Sangbad Pratidin	এবার শ্রাবন্তীর বাড়িতে ‘বহুরূপী’ শিবপ্রসাদ, ‘বিয়ে দিয়ে দেবে নাকি?’, প্রশ্ন নায়িকার	Not-Checkworthy	NEUTRAL
BN/NS18/240814/009	14-08-2024	News18 Bangla	গাড়িমালিকদের জন্য স্বস্তি! যানবাহন থেকে দূষণ ছড়ানোর ঘটনায় জরিমানা কমল অনেকটাই	Checkworthy	POSITIVE
BN/PRTD/241109/052	09-11-2024	Sangbad Pratidin	‘বড্ড বাজে বকে রণবীর! করিনা গসিপ ক্যুইন’, হাটে হাঁড়ি ভাঙলেন অজয় দেবগন	Not-Checkworthy	NEGATIVE
BN/BTMN/241027/002	27-10-2024	Bartaman	কুসংস্কারে ডুবে উত্তরপ্রদেশ, কালা জাদুতে সফলতা পেতে চার বছরের শিশুকে খুন আত্মীয় ও তান্ত্রিকের	Checkworthy	NEGATIVE
BN/PRTD/240812/044	12-08-2024	Sangbad Pratidin	পেনাল্টি থেকে জেসিনের গোল, ভবানীপুরকে হারিয়ে লিগ শীর্ষে ইস্টবেঙ্গল	Checkworthy	POSITIVE
BN/ESMY/250107/005	07-01-2025	Ei Samay	‘বিশ্বজয় করতে তৈরি’, চ্যাম্পিয়ন্স ট্রফির আগে নিজের ফিটনেস নিয়ে বার্তা সামির	Checkworthy	POSITIVE
BN/ESMY/250107/015	07-01-2025	Ei Samay	কালকের রাশিফল: শুক্লা নবমীতে সিদ্ধ যোগ ও অশ্বিনী নক্ষত্র, বিপুল উন্নতির যোগ ৫ রাশির	Checkworthy	POSITIVE
BN/PRTD/241101/105	01-11-2024	Sangbad Pratidin	আলোর উৎসব কাটছে মহাকাশেই, স্পেস সেন্টার থেকে দীপাবলির শুভেচ্ছা সুনীতার	Checkworthy	POSITIVE
BN/PRTD/241112/063	12-11-2024	Sangbad Pratidin	মরশুমের প্রথম তুষারপাত কাশ্মীরে! বরফে ঢাকা পড়ল শ্রীনগরের রাস্তা	Checkworthy	NEUTRAL
BN/BTMN/241127/018	27-11-2024	Bartaman	মুম্বই হামলার ১৬ বছর পূর্তি শহিদদের শ্রদ্ধা জানাল দেশ	Checkworthy	NEUTRAL
BN/PRTD/240925/012	25-09-2024	Sangbad Pratidin	‘থ্রেট কালচারে’র চাঁই আশিস-সৌরভদের ‘চোর’ স্লোগান! মারধরের অভিযোগ আর জি করে	Checkworthy	NEGATIVE
BN/BTMN/250113/026	13-01-2025	Bartaman	দড়ি কারখানায় ভয়াবহ আগুন, ৩ ঘণ্টার চেষ্টায় নিয়ন্ত্রণে আনল দমকল	Checkworthy	NEGATIVE
BN/BTMN/240921/002	21-09-2024	Bartaman	পরপর দু’দিন! অসমে ফের গণধর্ষণের শিকার নাবালিকা	Checkworthy	NEGATIVE
BN/PRTD/250101/102	01-01-2025	Sangbad Pratidin	বিমান ভাড়া করে হবু স্ত্রীর বাড়িতে টাকার বৃষ্টি! ইন্টারনেটে চর্চায় পাকিস্তানের আশ্চর্য বিয়ে	Checkworthy	NEUTRAL
BN/PRTD/240921/045	21-09-2024	Sangbad Pratidin	জোজোর জোড়া গোল, সুপার সিক্সের ম্যাচে সুরুচি সংঘের বিরুদ্ধে বড় জয় ভবানীপুরের	Checkworthy	POSITIVE
BN/PRTD/240922/016	22-09-2024	Sangbad Pratidin	সামাজিক দ্রোহই জন্ম দিয়েছিল বারোয়ারি দুর্গাপুজোর, ফিরে দেখা ইতিহাস	Checkworthy	NEUTRAL
BN/PRTD/241124/009	24-11-2024	Sangbad Pratidin	হুগলির শিশু ‘খুনে’ তান্ত্রিক যোগ? ক্রমশ ঘনীভূত হচ্ছে রহস্য	Checkworthy	NEGATIVE
BN/BTMN/241201/014	01-12-2024	Bartaman	ভুয়ো পাসপোর্ট, পার্ক স্ট্রিটের হোটেল থেকে পুলিসের জালে বাংলাদেশি চর!	Checkworthy	NEGATIVE
BN/BTMN/250104/026	04-01-2025	Bartaman	সীমান্তে এসে মৃত দাদাকে শেষ দেখা বাংলাদেশি বোনের	Checkworthy	NEGATIVE
BN/PRTD/241113/102	13-11-2024	Sangbad Pratidin	কচুরিপানার ভিড়ে ‘চুপচাপ’ চুপি, ‘শ্রী’ হারাতে বসেছে পর্যটন কেন্দ্র	Checkworthy	NEGATIVE
BN/PRTD/240917/014	17-09-2024	Sangbad Pratidin	ইনস্টাগ্রামের মতো ফিচার এবার আসছে হোয়াটসঅ্যাপেও!	Checkworthy	NEUTRAL
BN/BTMN/240906/042	06-09-2024	Bartaman	বড়সড় ধাক্কা খেলেন কানাডার প্রধানমন্ত্রী জাস্টিন ট্রুডো। তাঁর সরকারের উপর...	Checkworthy	NEGATIVE
BN/PRTD/241230/006	30-12-2024	Sangbad Pratidin	‘এক্ষুনি হাসপাতালে চল’, কসাইয়ের কাটা আঙুল পকেটে ভরে হাসপাতালে ৪ বছরের খুদে	Checkworthy	NEGATIVE
BN/PRTD/240829/009	29-08-2024	Sangbad Pratidin	FASTag পদ্ধতি অতীত! এবার স্যাটেলাইট প্রযুক্তিতে টোল সংগ্রহ করবে কেন্দ্র	Checkworthy	NEUTRAL
BN/PRTD/241227/059	27-12-2024	Sangbad Pratidin	আসছে ‘চালচিত্র ২’! বাংলার কপ-ফ্র্যাঞ্চাইজি নিয়ে কী প্ল্যান পরিচালক প্রতিমের?	Not-Checkworthy	NEUTRAL
BN/BTMN/240810/001	10-08-2024	Bartaman	নয়ডায় অভিজাত আবাসনের ফ্ল্যাটে মদ্যপান, তীব্র গান বাজনা! উল্লাসে অতিষ্ঠ বাসিন্দারা	Checkworthy	NEGATIVE
BN/ESMY/241107/022	07-11-2024	Ei Samay	ঘনঘন চোটে বিরক্ত, নেইমারকে ছাড়তে পারে আল হিলাল	Checkworthy	NEGATIVE
BN/PRTD/240905/053	05-09-2024	Sangbad Pratidin	জেনে যাওয়াতেই খুন? সেলেব দিয়ে আন্দোলন? বিস্ফোরক অরিত্র দত্ত বণিক	Checkworthy	NEGATIVE
BN/BTMN/240826/001	26-08-2024	Bartaman	লাদাখে নতুন পাঁচটি জেলা তৈরি করল কেন্দ্র, ঘোষণা করলেন অমিত শাহ	Checkworthy	NEUTRAL
BN/PRTD/240823/042	23-08-2024	Sangbad Pratidin	টেস্ট ক্রিকেটকে ‘বাঁচাতে’ ১২৫ কোটির তহবিল তৈরি আইসিসির! সমর্থন জয় শাহের	Checkworthy	NEUTRAL
BN/PRTD/250106/011	06-01-2025	Sangbad Pratidin	ভারতে HMPV আক্রান্তের সন্ধান মিলতেই ট্রেন্ডিং লকডাউন! আতঙ্কিত হতে মানা কেন্দ্রের	Checkworthy	NEGATIVE
BN/PRTD/241226/018	26-12-2024	Sangbad Pratidin	সম্পর্কে ভাঙন, ঘেঁটে দাম্পত্য, ২০২৪-এ সেলেব দুনিয়ায় রিলেশনশিপ ক্রাইসিস	Checkworthy	NEGATIVE
BN/PRTD/250110/050	10-01-2025	Sangbad Pratidin	বহিষ্কার করেছিল পাকিস্তান, সেই আফগান শরণার্থীদের পুনর্বাসনে তালিবানের পাশে ভারত!	Checkworthy	NEGATIVE
BN/BTMN/250105/032	05-01-2025	Bartaman	গান-রিলস দেখেও দলে আসছে না তরুণ-তরুণীরা, চিন্তায় কলকাতা জেলা সিপিএম	Checkworthy	NEGATIVE
BN/BTMN/241116/024	16-11-2024	Bartaman	স্বাস্থ্য পরীক্ষার জের, শনিবার রাত ১১টা থেকে বন্ধ থাকবে হাওড়া ব্রিজ	Checkworthy	NEUTRAL
BN/PRTD/240825/043	25-08-2024	Sangbad Pratidin	ইতিহাস ভুলে প্রথম ইনিংসে ডিক্লেয়ার! হারের পর প্রশ্নের মুখে পাক অধিনায়ক শান মাসুদের সিদ্ধান্ত	Checkworthy	NEGATIVE
BN/PRTD/240826/025	26-08-2024	Sangbad Pratidin	আর জি কর কাণ্ডে বিপাকে সরকার! বিবৃতি দিয়ে ভুল ধারণা ভাঙলেন অধ্যাপকরা	Checkworthy	NEGATIVE
BN/PRTD/241106/020	06-11-2024	Sangbad Pratidin	ভোটে বাড়ে প্রেম! জিতেই ভরা সভায় স্ত্রী মেলানিয়াকে চুমু ট্রাম্পের	Checkworthy	POSITIVE
BN/PRTD/241102/024	02-11-2024	Sangbad Pratidin	রতন টাটা ‘স্যর’কে শ্রদ্ধার্ঘ্য, ভাইফোঁটায় ক্ষীরের মূর্তি বানালেন কালনার মিষ্টি ব্যবসায়ী	Not-Checkworthy	POSITIVE
BN/PRTD/241130/003	30-11-2024	Sangbad Pratidin	না জানিয়ে লোকসভায় ইচ্ছেমতো আসন বদল সাংসদদের, প্রতিবাদে সরব ক্ষুব্ধ তৃণমূল	Checkworthy	NEGATIVE
BN/PRTD/241025/070	25-10-2024	Sangbad Pratidin	জল থইথই রাস্তা থেকে শিকলবন্দি ট্রেন, লেন্সবন্দি ‘ডানা’র কলকাতা	Checkworthy	NEGATIVE
BN/BTMN/241001/012	01-10-2024	Bartaman	উধাও মাথা, গঙ্গায় উদ্ধার হালিশহরের শিশুর মৃতদেহ	Checkworthy	NEGATIVE
BN/PRTD/241101/024	01-11-2024	Sangbad Pratidin	রাজ্যের অনুকরণে ‘দুয়ারে রাজ্যপাল’, দ্বিতীয় বর্ষপূর্তিতে নয়া কর্মসূচি বোসের	Checkworthy	NEUTRAL
BN/NS18/240815/043	15-08-2024	News18 Bangla	স্বাধীনতা দিবসে রোমন্থন দেশভাগের স্মৃতি! বিভাজন, বৈষম্যতা দূর করে প্রচার রেলের	Checkworthy	NEUTRAL
BN/PRTD/241114/037	14-11-2024	Sangbad Pratidin	অনুশীলনে নেট বোলারের ডেলিভারিতে চোট তারকা ব্যাটারের, পারথ টেস্টের আগে চিন্তায় ভারত	Checkworthy	NEGATIVE
BN/BTMN/241111/032	11-11-2024	Bartaman	নবমীতে সুনামির মতো ভিড় আছড়ে পড়ল পুজো মণ্ডপে	Checkworthy	POSITIVE
BN/PRTD/240905/102	05-09-2024	Sangbad Pratidin	স্বামীর অবসরে মুখ্যসচিবের আসনে স্ত্রী! বেনজির ঘটনা কেরলে	Checkworthy	NEUTRAL
BN/BTMN/241102/036	02-11-2024	Bartaman	নিষিদ্ধ বাজি বিক্রেতাদের শ্রীঘরে আটকে বনগাঁয় শব্দ-জব্দ পুলিসের	Checkworthy	NEGATIVE
BN/PRTD/241004/011	04-10-2024	Sangbad Pratidin	মায়ের বোধন থেকে বিসর্জন পর্যন্ত ভুলেও করবেন না এই কাজগুলি, কী করলে মিলবে সুফল?	Not-Checkworthy	NEUTRAL
BN/PRTD/241008/056	08-10-2024	Sangbad Pratidin	পুজোর মরশুমে সাজার তাগিদে সবকিছু গায়ে মাখবেন না, সতর্কবার্তা বিশেষজ্ঞর	Checkworthy	NEGATIVE
BN/PRTD/241126/052	26-11-2024	Sangbad Pratidin	বিদেশি প্রেমিকের সঙ্গে সম্পর্ক ভাঙল মল্লিকার, ‘যোগ্য পুরুষ আর কই!’, উপলব্ধি নায়িকার	Not-Checkworthy	NEGATIVE
BN/PRTD/250106/042	06-01-2025	Sangbad Pratidin	‘পাতাল লোক ২’র ট্রেলারে জয়দীপের কুরুক্ষেত্র নাগাল্যান্ড, স্বস্তিকার দেখা মিলবে সিরিজে?	Not-Checkworthy	NEUTRAL
BN/PRTD/240906/009	06-09-2024	Sangbad Pratidin	স্কুলে এবার গীতা ও রামচরিতমানস পাঠ! আধ্যাত্মিক শিক্ষার পক্ষে সওয়াল যোগীর	Checkworthy	NEUTRAL
BN/PRTD/241108/048	08-11-2024	Sangbad Pratidin	এখনও ভেন্টিলেশনে, কেমন আছেন ঋতুপর্ণা সেনগুপ্তর মা?	Checkworthy	NEUTRAL
BN/BTMN/241022/031	22-10-2024	Bartaman	বাঁশবেড়িয়ায় কার্তিক পুজো ঘিরে উচ্ছ্বাস, তুঙ্গে প্রশাসনিক তৎপরতা	Checkworthy	POSITIVE
BN/BTMN/241129/047	29-11-2024	Bartaman	হিজবুল্লার সঙ্গে যুদ্ধবিরতিতে সায় ইজরায়েলের, শান্তি ফেরার আশা	Checkworthy	POSITIVE
BN/PRTD/241117/051	17-11-2024	Sangbad Pratidin	বুলেট কাণ্ডের পর ফের অসুস্থ গোবিন্দা! মাঝপথে ছাড়তে হল ভোটপ্রচার?	Checkworthy	NEGATIVE
BN/PRTD/241126/034	26-11-2024	Sangbad Pratidin	ফের রাহুল গান্ধীর নাগরিকত্ব নিয়ে প্রশ্ন, কেন্দ্রের মত জানতে চাইল এলাহাবাদ হাই কোর্ট	Checkworthy	NEUTRAL
BN/PRTD/241203/025	03-12-2024	Sangbad Pratidin	প্রযুক্তি-পথে বড় লাফ! অত্যাধুনিক গবেষণাযান তৈরি করবে গার্ডেনরিচ	Checkworthy	POSITIVE
BN/PRTD/241003/078	03-10-2024	Sangbad Pratidin	সহপাঠীর পাশে দাঁড়াতে শিখছে নতুন প্রজন্ম, জাগাচ্ছে আশা	Checkworthy	POSITIVE
BN/PRTD/241130/002	30-11-2024	Sangbad Pratidin	মুখ্যমন্ত্রী মুখ নিয়ে কাটেনি ‘মহা’জট, তবুও শপথের তারিখ ঘোষণা বিজেপির	Checkworthy	NEUTRAL
BN/PRTD/241227/003	27-12-2024	Sangbad Pratidin	সপ্তাহান্তে শিয়ালদহ উত্তর শাখায় বাতিল একাধিক লোকাল, যাত্রী ভোগান্তির আশঙ্কা	Checkworthy	NEGATIVE
BN/PRTD/240810/057	10-08-2024	Sangbad Pratidin	চিকিৎসক-পড়ুয়ার রহস্যমৃত্যুকে কেন্দ্র করে ফের উত্তাল আরজি কর হাসপাতাল	Checkworthy	NEGATIVE
BN/ESMY/250107/013	07-01-2025	Ei Samay	পিসিওডি-তে শুধু শরীরের কষ্ট নয়, ক্ষতি মানসিক স্বাস্থ্যেরও	Checkworthy	NEGATIVE
BN/ESMY/241203/011	03-12-2024	Ei Samay	সেরার তালিকায় মেসি-রোনাল্দো, জায়গা হল না ফর্মে থাকা লিভারপুল তারকার	Checkworthy	NEUTRAL
BN/BTMN/241019/027	19-10-2024	Bartaman	উধাও হবে থর মরুভূমি? আবহাওয়ার বদলে বৃষ্টির বৃদ্ধিতে শঙ্কিত বিশেষজ্ঞরা	Checkworthy	NEGATIVE
BN/PRTD/240921/007	21-09-2024	Sangbad Pratidin	শ্রদ্ধা কাণ্ডের ছায়া! ফ্ল্যাটের ফ্রিজ থেকে মিলল তরুণীর ৩০ টুকরো দেহ	Checkworthy	NEGATIVE
